month,department,budget_revenue,actual_revenue,budget_expense,actual_expense
2023-11,Operations,188333,177726,102267,114231
2024-02,IT,330208,378394,145839,158584
2023-03,Marketing,250130,227708,86537,99048
2024-07,Operations,413169,442938,144635,123211
2024-06,Marketing,480805,405523,259197,321850
2023-10,Sales,413011,464115,211006,206240
2023-06,HR,64559,71345,29177,30888
2024-01,HR,542461,572948,212549,204022
2023-10,Marketing,329116,313583,144204,145197
2024-06,Operations,91530,76130,44936,48726
2024-08,Finance,780433,743848,439996,510516
2024-04,IT,697585,790529,325605,385902
2023-06,Marketing,248250,252121,95084,106006
2024-01,Marketing,313509,255082,98072,94210
2023-04,IT,286932,248205,101182,111848
2024-11,Finance,508760,585266,251863,273534
2024-02,Marketing,668644,707792,232775,246476
2023-01,Sales,633184,539422,281426,318048
2024-08,Finance,411483,324289,209727,180079
2023-05,Sales,461217,426623,181012,135028
2023-08,HR,432907,336731,216770,266301
2023-12,IT,460676,452061,218508,225127
2023-02,Finance,270595,350202,116810,129938
2023-12,Finance,635933,514066,361956,332950
2023-05,Operations,119551,116882,60686,75210
2024-10,Operations,249570,288860,101869,112311
2023-05,IT,316984,345477,171576,175534
2024-01,Finance,493280,484475,257211,281097
2023-09,HR,660357,648759,354945,279961
2023-10,Marketing,622393,536061,306395,338863
2023-01,IT,55699,53910,23048,29340
2023-03,IT,569657,586298,230468,252890
2024-06,Operations,468135,530216,232309,250410
2023-12,HR,763896,707046,259166,259799
2023-03,IT,469724,459023,256457,310932
2023-09,HR,409950,363254,168530,208075
2023-02,IT,468494,481161,229145,225755
2023-03,Operations,194670,212979,87546,96633
2024-02,Marketing,510650,549233,232753,252497
2023-04,Operations,269547,231696,140542,156038
2024-07,IT,700761,713110,341972,319433
2024-01,HR,205846,189115,77211,94306
2023-07,Sales,757744,849678,244196,277109
2023-12,Operations,314966,308869,173883,213938
2023-03,HR,664873,543638,375964,331862
2024-11,Operations,137420,133795,48007,42798
2024-11,IT,325196,343087,127751,173602
2023-09,HR,133574,137485,51386,62797
2023-02,Marketing,704459,661194,409455,379866
2024-10,HR,281224,261472,101643,119961
2023-09,Finance,694167,611907,242931,238103
2023-12,Sales,456485,434861,161847,128699
2023-12,IT,511793,459241,265600,195206
2024-03,HR,119915,133874,67920,71091
2023-02,IT,319805,285222,133681,171662
2024-06,Operations,245619,249223,83712,107001
2024-01,Operations,384647,387153,182982,226718
2024-02,HR,669694,745690,243085,285503
2023-05,Finance,765974,866105,244533,268400
2023-10,HR,291575,315926,164993,201752
2023-12,Marketing,786570,819882,441464,330377
2023-10,Finance,718891,628427,426139,510714
2024-12,IT,311697,271717,137832,121547
2023-11,HR,444048,398984,172379,157397
2023-02,IT,490194,534424,260261,300439
2023-05,Sales,526157,530786,186337,221612
2023-07,Finance,715545,790132,266889,255824
2023-06,HR,184564,206773,69526,79741
2024-10,Sales,239310,218462,140112,158948
2024-11,HR,633147,635583,328569,329687
2023-03,Marketing,246896,246511,83971,90107
2024-01,Operations,221656,212937,72670,98986
2023-03,IT,51076,47797,28237,28456
2024-12,HR,688156,785991,372073,376886
2024-09,Finance,215211,216553,107884,115705
2023-06,HR,771970,773187,277006,283254
2023-11,HR,218774,197698,97154,113531
2024-05,HR,732895,792278,352388,447668
2023-10,HR,672631,591503,389884,394952
2023-12,Finance,209270,220693,73417,67652
2024-05,Finance,427014,451724,194135,261351
2023-04,HR,567855,539745,197230,210636
2023-02,Operations,764473,793613,331135,263027
2023-11,HR,415944,425211,149756,199076
2023-07,IT,238912,237783,131606,160418
2023-02,IT,697764,698847,262652,338873
2024-06,Finance,347420,349995,147699,186859
2024-09,IT,520770,528888,219940,318197
2023-04,IT,111913,112722,62658,56045
2023-08,Marketing,385752,334653,203422,189315
2024-08,HR,587636,576902,186440,181995
2024-02,HR,719312,742181,230270,223793
2023-12,HR,688657,696696,320472,342405
2024-10,HR,50318,56076,21551,21044
2024-09,Sales,389498,418480,149051,129907
2024-06,HR,338155,302834,181855,167094
2023-11,Finance,330931,324313,112050,112715
2023-08,Finance,424430,408573,251354,307065
2023-02,Sales,739415,739029,227171,218925
2024-03,HR,414449,414300,139034,162877
2023-09,Operations,320896,344444,126238,107530
2024-07,HR,772271,788704,349641,199353
2024-08,Finance,240922,276497,87898,90537
2023-08,Marketing,422526,434745,220078,210944
2024-07,IT,148328,133544,60408,55438
2023-05,Marketing,722898,682362,225227,202743
2023-11,Operations,574204,615807,323458,305303
2024-03,HR,131119,105721,76463,68961
2023-08,Sales,333635,279751,162002,148311
2024-07,HR,677298,678167,367069,310603
2024-11,Operations,751791,837578,252852,184731
2023-08,Operations,178801,206844,68059,48906
2024-07,IT,768835,748804,305665,433788
2024-06,Operations,330684,372779,194516,202396
2023-10,Marketing,252587,254777,114590,146524
2023-07,IT,57943,47294,17511,17920
2023-09,HR,695018,694344,287776,295936
2023-01,HR,321055,297210,97063,106381
2024-07,Sales,375144,416480,139306,159646
2023-05,Operations,643593,641610,280870,242390
2024-07,Operations,52479,44431,20835,20689
2023-01,Finance,584400,479227,181058,198388
2024-03,IT,421719,420657,141233,107333
2024-04,Finance,767972,544932,357311,444709
2024-11,IT,520113,487772,264571,319975
2023-07,Marketing,557607,573065,234955,172629
2023-12,IT,621097,542315,322625,296218
2023-08,HR,310462,347493,108351,115472
2023-05,Sales,82205,93953,27671,32548
2023-10,IT,533321,468253,294305,376392
2024-09,IT,777964,750139,312557,298304
2023-05,IT,217170,243092,93312,130704
2024-05,Sales,160947,160921,94037,98051
2023-05,Operations,571631,475975,244220,248220
2024-10,Sales,465290,457287,140074,158880
2024-03,Operations,700489,628792,407258,446606
2024-01,HR,690846,782717,210179,228723
2023-01,Sales,146320,156959,72967,98463
2023-11,Operations,454781,437658,180487,196208
2024-11,HR,664524,675859,293132,264510
2023-01,HR,114702,96696,53243,49198
2023-11,Operations,261945,238251,110681,140663
2024-06,Operations,192184,228005,102301,117909
2024-06,Marketing,129297,130127,74890,61151
2024-09,HR,452101,502560,147350,119231
2024-04,Operations,187011,192217,101000,106429
2024-01,HR,223021,258194,75515,86273
2023-07,Sales,708206,538335,229517,217649
2023-01,Finance,122353,119589,71790,57286
2024-04,Finance,57430,68765,25659,22611
2023-01,IT,207400,231197,71714,93003
2024-05,Operations,192223,222795,90534,101809
2023-06,Operations,208691,208521,79087,94905
2023-02,HR,698794,653754,306975,375967
2024-05,IT,208736,183007,101737,97270
2023-06,Operations,187852,163124,105343,104715
2024-02,HR,249939,274144,75212,77077
2024-06,Operations,78604,83444,28630,31850
2023-06,HR,681673,676227,224189,272036
2023-10,Operations,592050,628154,194861,259259
2024-12,Marketing,431416,438790,251831,295182
2024-06,HR,204837,228488,118974,139584
2023-09,Marketing,244798,272783,128468,172017
2023-08,Marketing,742403,647446,365944,372985
2023-10,Marketing,792818,818852,439531,539898
2024-05,Marketing,715916,572543,227319,258403
2024-11,Sales,164919,167551,55387,63265
2023-06,IT,180731,193836,71412,72684
2024-02,Finance,584292,492180,321213,270096
2024-10,Sales,240028,228032,106013,116797
2024-10,Operations,201882,202112,91063,100384
2023-06,Operations,505216,519397,186313,179546
2023-07,IT,782084,755937,386753,400478
2023-12,Finance,574535,493712,325389,298614
2023-03,Finance,620283,616263,247402,227359
2024-02,Finance,784707,629123,381175,372734
2024-10,Marketing,250349,243360,100035,85103
2024-07,Sales,636257,602557,342189,329349
2024-11,Operations,341196,335698,150975,174687
2024-04,Sales,361358,337104,145208,184184
2023-07,Sales,299983,245709,127797,173972
2023-08,Sales,215391,205922,70512,69805
2024-06,Finance,515058,572589,288347,354671
2024-01,IT,249613,287398,146627,161352
2024-09,IT,118858,153650,52680,53438
2023-09,Finance,90765,109190,33256,36925
2023-10,Operations,468086,400853,233760,284092
2024-09,Operations,717826,682643,312767,305027
2024-11,Operations,362178,361187,136066,132229
2023-09,IT,345305,341759,107572,106338
2024-03,IT,511491,515758,289970,277206
2024-08,Sales,241883,311765,130379,160344
2023-02,Finance,103565,90117,56826,53156
2024-01,Marketing,431522,394573,186396,179286
2023-02,Sales,758986,908702,399208,437803
2024-07,HR,250839,232297,118989,129049
2023-02,IT,274876,287858,113367,112065
2023-03,Sales,510153,573493,282024,367348
2023-06,Finance,582374,616372,349207,333633
2023-03,HR,509281,521000,290180,297242
2023-10,Sales,483995,538508,257900,196258
2024-12,Finance,728822,650715,382086,383709
2023-06,Finance,228841,215210,113293,96475
2024-11,IT,168409,179233,93649,85460
2024-04,Marketing,566482,425805,253741,191985
2024-05,Sales,761238,890640,269873,247237
2024-07,Finance,722316,748613,383127,397969
2023-03,Operations,394707,401955,227292,230331
2024-06,Finance,425356,342130,171165,169074
2023-07,Marketing,529207,447501,283070,283427
2023-09,Finance,155317,147888,59349,57820
2024-08,IT,619890,679952,361259,377446
2023-12,Sales,710965,533796,359064,371080
2023-05,IT,198010,216742,93219,101724
2023-03,Sales,686643,656977,366640,373919
2023-11,HR,502718,489239,273463,269347
2023-04,Sales,224606,231441,127511,148771
2023-05,HR,65009,67109,37076,42282
2023-01,IT,602473,550966,190265,198852
2024-06,Operations,796415,856137,268290,329799
2023-12,Marketing,398632,287681,218377,232003
2024-01,Operations,96642,91418,56421,57878
2023-09,HR,583473,594233,228897,237986
2023-02,Finance,638654,612217,193244,207692
2023-05,Finance,463059,361542,183747,167654
2024-01,Operations,235333,256739,97630,75073
2024-04,Finance,197511,167922,104347,113969
2024-04,HR,648673,643417,203861,239558
2024-12,IT,271443,276427,98748,88859
2023-03,Marketing,120272,120558,68337,82753
2024-10,Sales,216449,246812,74987,60216
2023-04,HR,578197,574501,305157,294837
2023-11,HR,195939,205989,80020,104498
2024-11,Sales,770045,764879,384096,423807
2024-02,Sales,395625,424725,127452,128041
2023-03,Marketing,108527,126674,41887,45566
2024-04,Marketing,720729,732624,308066,378752
2024-10,Marketing,60856,66565,33906,28251
2024-03,Finance,187867,220675,88118,109942
2023-10,HR,275993,320941,86542,84507
2023-09,IT,736423,702374,398080,460283
2023-11,Sales,242023,272123,76565,73339
2024-04,HR,481476,495849,279405,363941
2023-10,HR,557314,632031,202592,211774
2024-05,Marketing,453365,484300,202372,172153
2024-07,Marketing,404349,417724,130072,145747
2023-02,HR,731688,769791,342805,426855
2024-12,Marketing,301958,311206,135630,166586
2024-11,Finance,119098,123304,50387,53613
2023-02,Sales,690670,677505,214571,251436
2023-06,HR,542558,526168,305829,301781
2024-07,Sales,768925,931614,415827,473483
2023-08,Finance,441755,467069,216419,239017
2023-03,Marketing,185442,172684,87467,53854
2024-02,Operations,729405,705123,370890,333767
2024-04,Finance,661524,745372,227033,245462
2023-01,Operations,413895,377330,239973,257910
2024-09,Sales,434062,356866,167288,174922
2023-03,HR,495800,412002,246386,262008
2024-10,Marketing,565020,447791,272354,335308
2024-06,Finance,622959,525865,305863,337403
2023-09,Marketing,458542,393564,258473,180958
2023-06,Operations,415677,484774,161604,216897
2024-11,Operations,773137,768852,405652,309925
2024-09,IT,211711,202482,101519,121185
2023-01,HR,635162,525145,205041,167180
2024-09,Operations,482982,474686,204903,258898
2023-10,HR,726638,575148,400657,403982
2023-06,IT,420603,401957,165971,183836
2024-11,Finance,515196,642830,229096,172297
2023-12,IT,773911,835557,345622,400726
2023-04,HR,523655,510471,254183,282764
2024-01,Operations,220655,239140,124715,142499
2024-05,Sales,120400,112864,42388,50545
2023-08,HR,583964,527855,263592,283829
2024-08,Marketing,316378,381075,135182,137668
2023-03,Sales,464556,400877,180608,167669
2023-12,HR,686739,657556,395480,388967
2023-07,Marketing,189598,196560,57344,70588
2023-12,IT,515594,457667,173565,160431
2023-02,Sales,346770,373843,180321,139484
2024-12,HR,51207,49323,19409,17504
2024-02,Finance,132844,143427,68674,78350
2024-10,IT,505636,541191,277936,279206
2024-11,Marketing,102097,99119,38427,43832
2023-05,Finance,170069,204980,60813,45605
2023-09,Operations,448645,412825,154150,92893
2024-09,IT,685536,796499,246811,268929
2023-11,IT,651601,743471,247709,297425
2023-05,HR,416393,504878,233440,185199
2023-03,HR,90459,92348,48033,54224
2024-05,Marketing,521300,471969,156678,192485
2023-02,IT,555193,693555,312149,327551
2024-12,HR,414475,397827,134142,158980
2023-01,Operations,291832,263341,144917,156301
2023-07,HR,243171,237632,84001,84888
2024-02,IT,152599,134622,48630,57050
2023-05,Sales,652693,693902,344577,460671
2024-07,Finance,663687,615450,292129,282291
2023-11,IT,447877,432426,214854,222769
2024-11,Operations,556250,620849,237855,214401
2023-02,IT,356946,383660,114276,122650
2023-08,Operations,330926,331544,172705,177288
2023-09,IT,182970,186721,99920,122278
2023-03,Finance,521671,522438,162983,205841
2023-02,Finance,221140,209698,91267,106617
2023-07,Operations,642251,642056,300056,362171
2023-05,IT,543145,575136,261554,246978
2024-09,Finance,133956,131927,63420,57506
2023-05,Marketing,764014,802499,388029,432855
2024-08,IT,610411,549125,360169,379259
2024-01,Finance,368342,341649,153663,207426
2024-09,Sales,293429,267572,137027,104380
2024-08,Sales,365016,340262,186057,212651
2023-06,Marketing,54902,63382,26228,29911
2024-08,Finance,207922,226037,86500,80938
2024-06,Sales,98554,85817,48017,43448
2023-02,IT,748394,787684,370480,370150
2023-06,HR,770203,734103,366224,294361
2023-09,Finance,189352,173846,68457,86844
2023-03,Marketing,291372,239423,131640,191550
2023-01,Finance,752174,839900,425209,424701
2023-01,Operations,631753,528358,354148,337894
2024-07,Operations,743089,738455,390297,333068
2023-05,Sales,82800,73397,42158,37334
2024-01,Operations,779783,852381,269792,259427
2024-07,Marketing,147143,141239,64425,79327
2023-12,Sales,692817,681638,230905,353042
2024-04,Marketing,278749,275379,151969,143090
2024-07,IT,128871,133550,49913,45655
2023-03,Marketing,383857,384456,203467,177993
2023-12,Operations,353350,351515,192354,214978
2023-05,IT,163682,153499,92930,102374
2023-02,Operations,503661,408485,265000,282261
2024-10,Marketing,617344,534480,289792,284968
2023-07,Operations,642783,698202,308185,386427
2024-01,Operations,658435,634271,260855,303801
2024-03,Operations,215233,198082,75998,88015
2024-10,Finance,199479,165829,67661,74801
2023-03,IT,521777,414104,185025,189019
2024-09,IT,776960,711396,450780,424961
2024-08,IT,106714,118086,37278,42049
2023-05,Marketing,179613,167606,92881,103420
2024-12,HR,187711,196732,66710,75721
2023-08,Marketing,114546,106256,67878,55343
2024-10,IT,243948,262650,100012,110102
2023-01,Sales,485157,464678,205532,206292
2023-08,Operations,79974,68151,33697,30940
2024-12,Operations,94183,91143,51323,59496
2024-06,HR,150361,183452,54955,59164
2024-08,Sales,369292,448610,202854,284628
2024-04,Finance,424151,448914,210852,236717
2024-06,Marketing,158747,156136,58114,58428
2024-08,Finance,474924,492243,151796,156920
2023-12,Sales,675533,701218,359719,314471
2024-01,HR,213996,212971,78255,96615
2024-01,Sales,600937,632734,340563,373682
2023-10,HR,277748,284688,94138,103534
2023-07,Finance,148099,142483,71814,63940
2024-02,Finance,604661,517933,306956,358171
2024-12,Sales,263752,249191,131166,119320
2024-04,Sales,255573,280093,100902,97563
2024-03,Operations,597079,594824,335950,359068
2023-12,HR,764256,791795,405775,390703
2023-09,Operations,597403,577114,270660,252025
2023-08,Marketing,722701,630808,347610,362376
2024-06,Marketing,425253,413075,199831,240097
2024-11,Sales,459853,403431,268558,318042
2024-06,Finance,467485,406546,265963,307483
2024-01,Marketing,657777,752941,243804,273776
2024-06,Marketing,352417,334651,133505,130656
2024-03,Operations,630323,574238,374683,456412
2023-04,Operations,717765,857122,266267,210248
2024-05,Marketing,274420,301257,160822,179327
2023-05,Sales,161141,153957,79752,93803
2024-10,Operations,300766,316200,94751,98205
2024-04,Marketing,243381,236494,97527,91836
2023-09,Finance,91767,84139,40638,42443
2023-10,Operations,170456,180165,93738,87772
2024-12,Marketing,562820,540917,224326,252846
2024-06,HR,453189,457294,178181,212366
2024-05,Operations,632853,710417,364573,407229
2024-06,HR,663749,736327,214862,238082
2023-07,Operations,440721,411628,205136,238788
2023-04,Operations,160159,169500,72275,85384
2023-05,IT,434379,375588,137785,128589
2024-11,IT,517823,545811,168980,138445
2024-04,HR,251696,256181,104350,113917
2023-03,Sales,426832,446243,145228,172626
2024-06,Marketing,66550,64174,29509,23986
2024-11,Sales,667104,833939,321988,341411
2024-09,Sales,323775,288756,164289,200309
2024-02,IT,478625,534426,222053,229276
2024-03,Marketing,100581,88128,41630,53210
2024-05,IT,259402,275101,87918,109904
2023-01,IT,657842,703295,246194,251756
2024-09,IT,648686,652965,276227,274801
2024-05,Finance,544631,512258,314379,313624
2024-11,Sales,182762,185857,65936,70566
2023-11,Sales,754003,778162,319699,279408
2024-05,Sales,138560,168321,72008,60936
2024-02,Finance,135877,121653,69509,49301
2024-08,Operations,321300,299866,189463,198334
2024-07,HR,670877,693799,239684,324971
2024-09,HR,375533,363994,114520,86052
2023-07,Finance,518910,512680,205850,210456
2024-12,Sales,379644,428406,130942,133281
2024-01,HR,505383,334345,234770,241153
2024-06,Finance,372878,346122,212403,263065
2024-11,IT,198278,156821,100421,92059
2024-02,Marketing,344481,295048,117378,88979
2023-01,HR,281437,362647,94232,91391
2023-07,Marketing,661383,708857,379260,360230
2023-08,Sales,311522,347094,139026,99454
2024-06,HR,250473,248052,144548,157098
2023-09,Finance,381974,416751,198957,173510
2023-01,Operations,96939,76389,57969,60144
2024-10,HR,324372,364787,182092,181286
2024-05,HR,98419,88736,41755,37115
2024-07,HR,409057,382976,215764,255376
2023-06,HR,623517,661313,275200,277341
2023-03,Finance,718182,745453,265671,281117
2024-12,Finance,604358,610494,225007,256049
2023-05,Operations,249795,208935,104713,114480
2023-02,Finance,698333,706697,232852,249559
2024-08,Finance,784404,874820,277153,256746
2023-04,Sales,411237,384959,185131,163500
2023-10,Sales,559467,647746,327946,352108
2023-10,Marketing,411770,368648,194893,176517
2024-12,Operations,292763,292993,123706,144632
2024-09,Sales,220956,261664,82374,84892
2023-11,Operations,796963,731796,285926,328040
2024-04,Operations,723403,814897,359908,324685
2024-05,HR,146108,180729,81016,71198
2024-04,IT,649331,662658,272496,354743
2023-07,IT,577350,540837,268581,275988
2024-04,IT,140236,127232,71803,85228
2023-03,Operations,102214,118215,32451,27200
2024-04,HR,566614,653421,229631,231363
2023-08,Marketing,627697,736864,325728,405646
2023-12,Marketing,716228,713405,361971,295117
2023-03,IT,642377,722376,202993,282423
2024-05,Marketing,668335,664418,248183,268132
2024-09,HR,591716,529013,298217,276494
2024-06,IT,420427,477143,160361,176844
2023-11,HR,776853,929166,422859,514353
2023-04,Marketing,513330,450461,158542,146836
2024-04,IT,219461,192087,78370,74270
2024-05,HR,84734,85140,32571,35416
2023-09,Finance,257156,286660,148529,166271
2023-06,Finance,399033,344741,215037,219388
2024-12,HR,162168,166585,91664,101779
2024-08,HR,658458,611805,284548,335206
2023-02,Sales,454895,493151,248722,267623
2023-09,Sales,467933,423130,260193,246215
2024-09,Operations,293543,320729,123284,129061
2023-06,IT,730939,717061,437348,574428
2023-03,Operations,245174,217602,136162,149772
2024-08,Operations,609070,613724,360708,445847
2023-06,Marketing,120160,92215,67283,65456
2023-07,Finance,692584,646117,369051,402042
2023-01,Marketing,466319,485199,271935,317932
2024-11,IT,534296,420699,227581,290089
2023-01,HR,103077,71273,55146,68057
2023-05,Sales,340678,245041,123961,109347
2023-06,IT,350780,406643,182348,222971
2024-01,HR,144096,142768,77178,100555
2023-02,IT,83435,78103,42965,41408
2024-03,HR,83152,92582,46144,42260
2024-03,Sales,159620,151873,67678,70813
2024-01,HR,371096,383051,171977,185206
2024-02,Operations,282816,283690,85749,85533
2024-10,IT,590684,557298,203086,177088
2023-07,Sales,745854,772180,367898,467547
2024-02,HR,732143,800079,343151,316044
2024-12,Operations,710763,694992,255305,248657
2023-10,Operations,73838,69757,27544,29372
2024-05,Finance,390039,374007,157273,130399
2024-02,Operations,360139,260830,185444,151631
2023-08,Marketing,649881,671955,313837,309207
2023-04,Sales,705460,603102,226361,265712
2024-04,Sales,242792,261138,128189,138213
2024-12,Sales,644802,637805,244249,181010
2024-01,HR,323132,327208,162059,203938
2024-10,IT,785427,851433,264695,309590
2024-08,HR,689425,612772,413225,445726
2024-06,Marketing,389373,406626,126196,135613
2024-02,IT,151471,156335,79146,91098
2024-06,Operations,457039,446904,211334,295645
2023-05,HR,585917,520656,190881,225636
2023-09,IT,709216,759874,218469,239097
2023-03,Operations,605339,656438,247462,214285
2023-08,IT,295131,299154,159567,171483
2024-08,Operations,791693,690010,247281,288328
2024-10,IT,552434,517468,282470,291713
2023-10,HR,569764,565638,282952,274911
2024-10,HR,779081,843448,295786,335139
2024-07,Marketing,122372,99119,39556,35671
2024-09,Finance,617694,575903,354924,418879
2023-03,Sales,399898,380574,156002,153609
2023-11,HR,85017,84167,28345,20738
2023-11,HR,322849,272433,162862,159895
2024-05,Operations,724966,706041,264615,275578
2024-04,Finance,288750,277991,127826,144810
2023-07,HR,142469,124730,44895,50082
2023-04,IT,647942,638769,387401,331782
2024-11,Finance,500470,467969,217347,232194
2024-07,Sales,619606,656454,371598,360412
2023-12,IT,707574,632401,294140,292953
2024-03,Operations,307177,310488,124208,111820
2023-11,Marketing,124070,112034,71262,74280
2023-05,IT,225768,209519,90045,136856
2023-05,Sales,315399,326650,135495,180000
2024-03,IT,602129,619088,194748,175311
2024-06,Finance,579622,550616,340028,360392
2023-11,Finance,783177,757857,254959,255698
2023-12,Sales,614810,507566,326682,349975
2023-02,Finance,745068,870486,343911,408375
2024-08,IT,604985,654893,192640,198535
2024-03,Marketing,508696,548462,152868,144179
2024-08,IT,173935,140643,100998,123568
2023-04,Marketing,66029,61310,34510,29847
2024-10,Finance,293533,281748,148507,160149
2024-06,IT,520258,399699,224526,185701
2023-06,Finance,535909,593140,199135,178442
2024-11,Marketing,387651,455282,195360,226953
2024-07,Finance,559853,698378,270123,256101
2023-11,HR,287648,251546,148973,114488
2024-12,Operations,663007,672341,271659,255793
2023-02,IT,138499,160484,82556,76408
2023-08,HR,675671,655107,216284,186143
2023-11,Finance,189199,176326,61283,69403
2023-05,Finance,490998,381052,282354,230959
2024-06,Operations,264816,300808,130901,125901
2024-11,Finance,650485,648981,258828,276948
2024-06,Operations,475775,434134,251487,251130
2024-02,IT,691489,715043,301373,298169
2024-10,Marketing,781218,795561,239315,225337
2023-10,Operations,122246,124714,60552,52509
2023-03,Operations,344524,335548,128484,122636
2023-09,HR,91284,109055,30543,35082
2023-03,Finance,430322,423419,158178,155788
2023-11,IT,260994,311710,115580,124252
2023-12,Marketing,697844,745083,219790,267609
2023-12,Sales,105277,109713,59475,67799
2023-03,Operations,65316,64428,30566,26242
2024-09,Sales,781099,872389,302987,338495
2023-07,Finance,799088,809922,404419,488194
2024-02,Operations,585613,520108,316975,305142
2024-12,Sales,724448,640514,350761,284872
2023-11,HR,688237,723129,248280,244281
2023-07,Sales,443000,394763,147557,159097
2024-09,HR,416708,413596,232510,264796
2023-10,Marketing,651091,733689,241168,234388
2023-11,Finance,272088,282012,83265,62005
2024-03,IT,234821,214472,115736,99363
2024-07,Sales,357998,418570,123819,136694
2024-04,Operations,159796,170301,95444,128715
2024-10,Finance,149427,167677,83816,87730
2024-09,Sales,392679,285828,189480,236268
2024-08,Operations,663143,689471,364834,325233
2023-12,Operations,726060,799434,320309,305207
2024-06,IT,166958,201023,89580,62612
2024-11,IT,265716,219040,131253,145093
2024-01,Operations,287497,329107,88719,81262
2023-05,IT,461858,552994,270014,307779
2023-04,Operations,758374,574790,423381,412649
2024-02,Sales,501490,530291,293884,397704
2023-08,Marketing,446862,479980,232104,306140
2023-09,IT,718533,690337,304383,214436
2024-07,HR,581313,547125,210490,239681
2023-03,HR,589141,636356,208555,195729
2023-05,HR,755783,700007,259592,297760
2024-09,Marketing,373300,363568,136696,115978
2024-06,Operations,550509,604179,256091,324258
2023-01,Operations,276560,334771,139696,168278
2023-08,Finance,454542,483886,179188,150148
2024-07,HR,446679,453833,207537,212269
2024-05,HR,697584,654356,280690,301561
2024-05,Operations,588363,517011,299449,346731
2023-11,HR,355459,402788,212047,222269
2023-02,Operations,153245,150423,77650,90691
2023-06,Operations,66010,75124,20971,21796
2024-10,IT,247505,237717,109686,125235
2024-02,Operations,418692,386069,222374,187866
2023-03,Sales,312749,328541,144700,151370
2023-12,Sales,741805,734992,434192,530807
2023-04,Sales,349459,298905,110579,139513
2023-12,Sales,320796,390756,124259,133697
2024-01,Marketing,558678,516644,204596,211783
2023-02,Finance,546776,607638,289948,363944
2023-02,Finance,492317,542052,225056,232901
2024-03,Operations,432323,366983,147639,180367
2024-11,HR,267022,234902,102984,106485
2024-05,Sales,654554,630871,298998,315741
2023-07,Finance,481140,431160,288125,254786
2024-02,Finance,612829,739791,250823,216361
2023-12,Sales,376802,367750,130768,156492
2024-05,Marketing,630615,697945,283221,370572
2024-02,Marketing,667722,708878,262452,279736
2023-06,Finance,617942,637520,290303,297581
2024-07,Marketing,590218,593073,259703,312525
2024-12,IT,708878,814114,359292,395438
2023-06,Sales,736342,663435,422871,291887
2024-06,Finance,581063,701436,209272,250927
2024-12,Sales,467206,395038,255259,216833
2023-05,Marketing,55378,60571,32383,33945
2024-12,Sales,515196,428323,212303,208858
2024-12,Marketing,129712,124797,43336,41338
2023-06,Marketing,337204,340979,184306,194818
2023-02,Sales,701355,660393,357921,423794
2023-08,Marketing,283103,276931,102996,108629
2024-03,IT,440478,367166,190976,240913
2024-03,Operations,572554,504709,271045,346964
2023-11,Sales,752353,797337,264042,337638
2024-10,Operations,143104,143613,73623,76687
2024-10,Sales,764413,701071,387530,379107
2024-12,Marketing,539554,625296,305462,319191
2023-01,Marketing,466412,398133,219298,267280
2024-06,Finance,428821,410214,202529,245020
2023-12,IT,196540,184614,95482,63086
2023-12,Finance,144385,155041,55174,60463
2023-11,Operations,414793,417190,218837,152047
2023-08,Marketing,320318,316160,159758,167288
2023-07,Finance,620108,482874,342140,332098
2024-11,Marketing,700806,773552,371830,343742
2024-09,Sales,724458,705521,356123,419295
2023-02,Finance,384726,390065,133987,127677
2023-11,Operations,185258,168616,106661,111841
2024-10,Finance,591010,526767,242410,220628
2023-10,Marketing,420301,495919,247678,262800
2023-03,HR,645792,508374,271595,324273
2024-08,HR,160760,140423,55266,50751
2023-10,IT,614740,723954,347605,398352
2024-06,Marketing,340414,366588,183318,194037
2024-02,Sales,753671,724235,403883,426943
2024-06,Finance,570971,656383,186606,186128
2024-12,HR,353273,372216,199169,232233
2023-08,Sales,56387,57961,27004,31071
2023-10,Marketing,598682,614886,264082,272000
2024-10,Sales,388971,410686,223250,241199
2024-01,Marketing,423254,448938,211547,245700
2024-09,IT,560916,708726,190660,215679
2023-08,Finance,237708,232148,108361,108794
2023-04,Sales,511362,501295,251071,307525
2023-04,Finance,85241,72588,48550,57270
2023-05,Sales,78337,77849,30078,41107
2023-01,Marketing,579092,708545,311707,253905
2024-05,Marketing,518979,580290,280219,323736
2023-02,Sales,107450,100439,36362,44463
2023-08,IT,109529,109923,33424,40134
2023-07,Marketing,697054,588611,330698,334697
2024-03,Operations,506750,447817,272045,230021
2023-05,Operations,637740,649176,297396,380948
2023-02,Finance,449727,423042,244653,239206
2023-07,Operations,746325,652771,363229,365293
2023-08,Operations,613728,649803,304401,413979
2023-07,IT,375262,371558,115748,99431
2023-07,IT,135263,109819,44174,51808
2024-02,HR,176775,132754,91482,85712
2024-09,HR,99217,92430,52471,48989
2024-06,IT,790690,639990,365815,393305
2023-06,HR,118517,91937,56538,65101
2023-04,IT,193857,220120,93886,111961
2023-10,HR,104740,103511,34721,42089
2024-06,Marketing,675407,653892,337955,319033
2023-12,IT,775992,758447,344184,302355
2024-04,Finance,588238,507920,282799,282404
2023-07,Finance,507858,532904,238156,262476
2023-06,IT,756529,744663,400128,407792
2023-05,Operations,646497,587737,255735,129215
